lat	long
lat	long
"During the siege of Mariupol by the Russian invaders the young gymnast Yekaterina Dyachenko was died. This was reported by her coach Anastasia Meshchanenkova.
#RussianWarCrimes https://t.co/GGg2PMbZFU"	{'neg': 0.126, 'neu': 0.874, 'pos': 0.0, 'compound': -0.5574}
"Brought you some good news!
#WARINUKRAINE 
chytomo.com/en/serhii-shka…"	{'neg': 0.0, 'neu': 0.653, 'pos': 0.347, 'compound': 0.4926}
Stop financing war, AVITO! Stop making money on our blood! linkedin.com/posts/ihorniko…	{'neg': 0.526, 'neu': 0.474, 'pos': 0.0, 'compound': -0.8353}
@angler_mj @2828218 88888888 🎉happy birthday🎂	{'neg': 0.0, 'neu': 0.722, 'pos': 0.278, 'compound': 0.4019}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
"Fuel duty cut by 5p a litre.

Which is actually 6p a litre because we tax tax in this country 🤡"	{'neg': 0.091, 'neu': 0.909, 'pos': 0.0, 'compound': -0.2732}
@suderenda GM, dear 😎	{'neg': 0.0, 'neu': 0.472, 'pos': 0.528, 'compound': 0.6808}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
My respect to CME twitter.com/BoBeatsMusic/s…	{'neg': 0.0, 'neu': 0.563, 'pos': 0.437, 'compound': 0.4767}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
That’s the thing, most Ukrainians don’t want to leave their home to live in a more prosperous place, they wanna stay home and see Ukraine be prosperous. Ukrainian men are coming back from abroad now to fight, most women and children only escape to survive and not get in the way.	{'neg': 0.065, 'neu': 0.768, 'pos': 0.167, 'compound': 0.7146}
Reality Bites johnwalcott.substack.com/p/reality-bite…	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
@olgatokariuk These murderers will do anything..What do you expect from an army who brings mobile crematoriums to a neighbor country to burn their own soldiers?!! %100 fascist and %100 evil these bastards are for sure!!! Ukraine will win! Ukraine will prevail! 🇺🇦🇺🇦	{'neg': 0.293, 'neu': 0.604, 'pos': 0.102, 'compound': -0.9241}
Survivors crying as they are given bread and soup. They’ve lost everything. This is 2022. #Mariupol https://t.co/defq6TkXuT	{'neg': 0.265, 'neu': 0.735, 'pos': 0.0, 'compound': -0.6597}
"@FirstSquawk Wait, what? ""Vast majority""? Tricky bastards."	{'neg': 0.544, 'neu': 0.456, 'pos': 0.0, 'compound': -0.7149}
What he said. I'm not Ukrainian but desperate to get the family home. twitter.com/MaximEristavi/…	{'neg': 0.0, 'neu': 0.842, 'pos': 0.158, 'compound': 0.3491}
I believe, Ukraine will survive. But this ain't an easy thing, trust me. #stoprussia	{'neg': 0.159, 'neu': 0.614, 'pos': 0.228, 'compound': 0.3272}
"#Belarus closes the Consulate General of #Ukraine in Brest, Belarusian Ministry of Foreign Affairs reports
via @MotolkoHelp

 twitter.com/MarQs__/status…
#ukraine #ukrainewar #russia #Ukrainain #russian #ukraineinvasion 

twitter.com/nbahhanbahob/s…"	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
Does humanity end at the @NATO boarders ? @jensstoltenberg  @POTUS @jensstoltenberg Stop war crimes and punish Putin ! Provide weapons! Close the sky https://t.co/0NBhgezwKA	{'neg': 0.394, 'neu': 0.606, 'pos': 0.0, 'compound': -0.9183}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
"My heart 💔 Torn By War by Jayden X #SoundCloud
soundcloud.app.goo.gl/GSs1c #Ukrainain #russian #ukraineinvasion 

twitter.com/nbahhanbahob/s…"	{'neg': 0.409, 'neu': 0.591, 'pos': 0.0, 'compound': -0.8402}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
"#Mariupol #Ukraine 
Does all of this look like #military installations?
Does the world understand what these #russians are doing? 
How can this be ok?
How many more lives will it take?
When will you intervene?

@UN @NATO @NATOinUkraine @EU_Commission @Europarl_EN https://t.co/S9BGzACmPg"	{'neg': 0.0, 'neu': 0.92, 'pos': 0.08, 'compound': 0.5362}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
"2:44 pm in #Ukraine 

Some sketches from my day walk:

Beer &amp; champagne are allowed to sell again. So we’re ready to celebrate Victory. 

Men are discussing fishing. 

16 degrees (Celsius). In Mom’s jacket, my old snickers, with cherry #warcoffee  - I do know: we will win"	{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.9096}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
In case Johhny needs a flash-forward body double @CobraKaiSeries #CobraKai twitter.com/KevinRothrock/…	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
"@Cloudflare @IDC Please help the people of Ukraine! 
 Stop any activity in russia! 
#stopbusinessinrussia"	{'neg': 0.117, 'neu': 0.586, 'pos': 0.297, 'compound': 0.5242}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
"@Cloudflare No war. Save People Ukraine from russian occupiers.
#stopbusinessinrussia"	{'neg': 0.191, 'neu': 0.581, 'pos': 0.228, 'compound': 0.1326}
@ChrisDeRich @jcokechukwu That’s not balanced then. He’s actually doing the same thing his accusing the mainstream media of doing. Everything is propaganda, believe it or not, there’s always a narrative.	{'neg': 0.117, 'neu': 0.883, 'pos': 0.0, 'compound': -0.4019}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
@Cloudflare @janetvh @TALENTWIZ @adspedia @CloudflareJobs @Cloudflare, please note that every dollar of taxes you pay to the aggressor russian government finances the bombing and occupation of Ukraine. Stop any activity in russia! #stopbusinessinrussia	{'neg': 0.154, 'neu': 0.784, 'pos': 0.062, 'compound': -0.3382}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
@terrelljstarr More meat for the grinder. Not to mention they will come in completely demoralized.	{'neg': 0.171, 'neu': 0.829, 'pos': 0.0, 'compound': -0.4391}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
We're live on the air and still rolling twitter.com/ferlain/status…	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
"I present to you my available works on @foundation
                       Gaze into the void
        Time froze contrary to the movement 
                       of the clock hands
1/1
0.1 $ETH
foundation.app/@Kopitoha/kopi… https://t.co/TWWlWvwCWP"	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
@fourdownfields @AdamSchefter @DrewJRosenhaus @NFLrecord Is he any good, I don't watch the Bears	{'neg': 0.0, 'neu': 0.805, 'pos': 0.195, 'compound': 0.4404}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
I hate you #Russians twitter.com/youranonnews/s…	{'neg': 0.481, 'neu': 0.519, 'pos': 0.0, 'compound': -0.5719}
@Betty05183143 @brik_t If you need an expert on women's right in Ukraine and issues tgat Ukrainian refugees face, you can call me .	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
@JNJNews @JNJMedTech @FastCompany You`re the company that cares about human well-being. But what kind of well-being are we talking about if you`re financing bombing and killing of civilians, staying on the 🇷🇺 market? Or do you feel ok about this? If not, you should keep your brand name clean and leave 🇷🇺 market.	{'neg': 0.115, 'neu': 0.749, 'pos': 0.136, 'compound': -0.1053}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
@BarrySheerman I’ll pay for your flight Baz. When would you like to go. Take your own kids with you too if your that enthusiastic!	{'neg': 0.049, 'neu': 0.74, 'pos': 0.211, 'compound': 0.68}
@Bundeskanzler You have fed the monster and now you are trying to pretend it isn’t exist. That will not work. Your voters have already understand it and 51% of them will accept price growing. But you, exactly you are still paying Russia money to build more rockets and kill more civilians. Shame	{'neg': 0.202, 'neu': 0.748, 'pos': 0.05, 'compound': -0.9111}
@stephanboc @homeoffice_ukvi @pritipatel @Zendesk I mean I don’t know. This logo did use to be there and suddenly popped up just now. This is an old email from two weeks ago	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
All we need to know about RuZZia #StopPutinNOW #StopWarInUkraine https://t.co/hkRciJlu3w	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
"#Kyiv, #Ukraine.
Pictured, burnt Bible in a house bombed by #Russian occupants.

#RussiaInvadedUkraine
#StandWithUkraine
#StopRussianAgression
#StopPutin 
#RussianWarCrimes https://t.co/T5dpbsv13p"	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
#Irpin?!? No freaking way. No Way. Friends and colleagues - can you find me a #criminal #defense lawyer? And a #classaction #corporate #espionage / #humanrights #lawyer? #ukraine @AC_Global @FLEXAlumni @ECAatState @UKRintheUSA @USEmbassyKyiv @ser_ou_parecer @AubreyBelford twitter.com/kyivindependen…	{'neg': 0.218, 'neu': 0.694, 'pos': 0.089, 'compound': -0.7632}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
@L0RIR0 @kamilkazani They thought they would have the same terrifying effect on us as they do on Russians. Ukrainian soil welcomes everyone, we don’t discriminate	{'neg': 0.126, 'neu': 0.782, 'pos': 0.092, 'compound': -0.25}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
"Is this the best Freudian slip ever?

#peskov #WW3 #NuclearWar #RussianUkrainianWar #Putin #NATO https://t.co/5ZMi7X9j3g"	{'neg': 0.0, 'neu': 0.756, 'pos': 0.244, 'compound': 0.6369}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
"Yesterday, this was a house in Kyiv. There was a tv, a sofa, orange pans, flowers in the pots. 

Now, this is Armageddon. This is what we all are afraid of. To wake up in a house like this.

#StopPutinNOW https://t.co/neRnbhmueE"	{'neg': 0.0, 'neu': 0.941, 'pos': 0.059, 'compound': 0.3612}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
@whattheHec2018 @SusannaMcCoy19 @terrelljstarr Also incorrect. They can't  leave but they are not being forced to fight, either. In fact, I know plenty who have been turned away from the army and teraborona because there are too many men signing up. Not allowing men to leave has proven controversial here too.	{'neg': 0.123, 'neu': 0.801, 'pos': 0.076, 'compound': -0.383}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
"@METRO_News How many weeks shall it take to understand that each day of doing business in Russia makes your company brand toxic?
Do you still consider yourselves ethical and socially responcible company?
#StopBusinessInRussia #StopBusinessWithRussia #StopRussia https://t.co/NVg83S4SAr"	{'neg': 0.0, 'neu': 0.905, 'pos': 0.095, 'compound': 0.5661}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
London is the capital of GB twitter.com/Armia_fm/statu…	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
"⚡️Bucha City Council: Ukraine's military surround the towns of Bucha, Irpin and Hostomel near Kyiv.

It means that the Russian troops north-west of Kyiv are now encircled.

 twitter.com/KyivIndependen…
#ukraine #ukrainewar #russia #Ukrainain #russian #ukrai… twitter.com/nbahhanbahob/s…"	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
